fullVisitorId,transactionId,lon,lat
10108455629287725726,s8tv-8rci,-123.0906112,49.2813022
10108594740070659038,s5vy-53jc,-79.3128693,43.6711528
10108735820484734021,s4jx-4yom,-79.4503913,43.670392
10108735820484734021,v9nc-rdj5,-79.4503913,43.670392
10109266856792030552,s5dr-3hst,-79.37333009999999,43.6524479
10109328283505791441,s3js-g5sk,-123.09170532,49.2649765
10110100681610557424,s9mw-f3ih,-123.14348602,49.24427414
10110100681610557424,s6kz-3pl4,-123.14348602,49.24427414
10110100681610557424,s6kz-hy87,-123.14348602,49.24427414
10110100681610557424,s6kz-ayk4,-123.14348602,49.24427414
10110100681610557424,s2tr-hj4u,-123.14348602,49.24427414
10110100681610557424,s6kz-mbsn,-123.14348602,49.24427414
10110100681610557424,s6kz-6b7v,-123.14348602,49.24427414
10110100681610557424,s7av-pype,-123.14348602,49.24427414
10110100681610557424,s7av-4c67,-123.14348602,49.24427414
1011023540020801361,s7dm-p8ts,-79.3921684,43.650405
10110411763114835797,s5ka-cgpv,-79.42198,43.6416011
10110577434963687996,s5nl-tlrb,-79.3761819,43.6435329
10110577434963687996,s5nl-8fnv,-79.3761819,43.6435329
10111229797126429630,f7gs-pz33,-79.4063381,43.6718448
10111382083941757513,e2rl-1pho,-79.39632416,43.64545059
10111382083941757513,c9ku-poue,-79.39632416,43.64545059
10111382083941757513,o8fh-yyxk,-79.39632416,43.64545059
10111382083941757513,w2te-uhuz,-79.39632416,43.64545059
10113262917789351420,s8pf-v0vu,-79.3714833,43.6521363
10113262917789351420,s8pf-nxcm,-79.3714833,43.6521363
1011341089879659541,s0wy-htls,-73.5674968,45.5168906
10113843916901740787,s3bz-o1mf,-79.3753344,43.6516117
10113843916901740787,s8vi-greu,-79.3753344,43.6516117
10113843916901740787,q1sd-ld1j,-79.3753344,43.6516117
10113843916901740787,s2gg-4xdg,-79.3753344,43.6516117
10113861844117641316,s9jz-ii5m,-79.3882716,43.6677607
10114276713020819235,s6pi-z09z,-79.396620099999993,43.6368544
10114509759674789294,s9pp-noky,-79.38126849999999,43.6465919
10115547473410610455,s5pq-8qmo,-79.3652157,43.6489817
10115547473410610455,s7wi-5st7,-79.3652157,43.6489817
10115547473410610455,s5pq-s3ph,-79.3742742,43.646567
1011609240810531731,s9pp-64g0,-79.3762853,43.6563657
10116586428515456597,v0ye-e21c,-79.3876465,43.668133
10116586428515456597,v0ye-plef,-79.3876465,43.668133
10117245194253251203,s5ia-l2nx,-79.3430243,43.6837069
10117796837188248789,s9os-7sya,-79.3652157,43.6489817
10117796837188248789,s7wp-zehl,-79.4453363,43.6536477
10118363732548020737,s4gx-f23o,-79.3715027,43.6567247
10118363732548020737,s4gx-tnf2,-79.3715027,43.6567247
10118363732548020737,s3an-fhcg,-79.3715027,43.6567247
10118363732548020737,k0bx-z1zw,-79.3715027,43.6567247
10120304815475561457,s9gn-ul7b,-73.5631404,45.517988
10120850528980744353,s7lx-6vc7,-79.4351157,43.6717312
10120850528980744353,s9vi-2uaz,-79.44317439999999,43.6820904
10121019168207512123,s2kj-iakg,-73.5829346,45.4934271
10121019168207512123,s3su-5c94,-73.5829346,45.4934271
10122232166385204155,s3me-y8g8,-79.4001812,43.6827567
10122352069223137524,e8yi-2akb,-79.3872741,43.6473801
10122352069223137524,s0wa-2c5y,-79.3872741,43.6473801
10122389139511307295,s8ku-of6x,-123.0602117,49.2879206
10122891415838451249,s1jv-p7id,-73.5740155,45.5036209
10122891415838451249,s5ex-z505,-73.5740155,45.5036209
10122891415838451249,s0oy-lhl5,-73.5740155,45.5036209
10122891415838451249,s9vn-xfxg,-73.5740155,45.5036209
10122952927222728378,s1cv-mauf,-73.605892000000011,45.530203
10123384127620986228,s7ef-lzwi,-123.1197496,49.286119
10123672712157788181,s0ot-vhdv,-79.4252616,43.6944699
10124419743433989693,s0kd-rvgj,-79.3904523,43.6784871
10124419743433989693,w1dw-wi5g,-79.3904523,43.6784871
10124765529159505355,s0oc-ge4d,-79.4009437,43.6711106
10124765529159505355,s0oc-qbt6,-79.4009437,43.6711106
1012653366398637025,s2jb-r3on,-113.570515,53.544546
10126672400534611465,s5um-t7vw,-79.4241525,43.6419812
10127715555677514387,s1df-xq0o,-123.13639069,49.29381561
10127715555677514387,s8fq-afm2,-123.13639069,49.29381561
10127715555677514387,s1bs-b6cj,-123.13639069,49.29381561
10128300606422436446,s0tp-4o7g,-79.4206081,43.6884161
10128337743793377990,u3yu-mwnq,-79.3628689,43.6530694
10128644529838466276,s1ve-i8f1,-123.1303604,49.2865695
10129074668995930826,b7yi-foih,-79.37702179,43.64263153
10129679407908272557,s3dm-na7e,-79.586023,43.6241049
10129679407908272557,s1zs-fryu,-79.586023,43.6241049
10132122172183280125,s0qo-e4b8,-79.3978064,43.646433599999988
10133676107011423962,s9sz-tjjn,-71.2369433,46.8135932
10133676107011423962,s0os-7yya,-71.2392919,46.807223
10133676107011423962,s9sz-hc97,-71.2392919,46.807223
10133779311076553020,s4wp-vo4l,-79.5219064,43.6209958
10133799305191058056,y1fq-0drz,-79.3748981,43.6468809
10133799305191058056,t4ff-9i2w,-79.3748981,43.6468809
10133799305191058056,t4ff-fiff,-79.3798169,43.6464188
10134011628186916951,s0ve-16co,-79.38212585,43.66275787
10134318711628915030,s0mb-k3no,-79.4662281,43.6786724
10134575243726636786,s3qo-pyoc,-123.1131898,49.2866747
10136074717142336919,s2ds-e3ly,-123.1214363,49.2864943
10137314720204722867,s7lx-nt59,-79.4625164,43.665106
1013765865603320082,s7xi-639l,-79.408622,43.7588578
10137949087606075716,s4ql-vyhy,-123.255576,49.2612382
10138060103147961781,s7ki-ycw2,-79.4216404,43.6837971
10140082094514819663,s9hp-gwr9,-79.3707988,43.6522103
10140513241049116381,s4gv-8ahw,-73.6055683,45.4733058
10140513241049116381,s6dn-toe6,-73.6055683,45.4733058
10140513241049116381,s6dn-snz3,-73.6055683,45.4733058
10141223264101548678,s6jn-nzkn,-73.5660451,45.489371
10141223264101548678,<null>,-73.5660451,45.489371
10141223264101548678,s6jn-tkpt,-73.5660451,45.489371
10141223264101548678,s3su-0ml2,-73.5660451,45.489371
101416191500032737,s6tm-580t,-123.2370127,49.2580637
101416191500032737,s6tm-pybl,-123.2370127,49.2580637
10141688309744241922,s4wp-0zm0,-79.4814765,43.6453226
10142370647475443937,s7ff-5pr1,-123.2409985,49.2656613
10142370647475443937,s2wa-zdry,-123.2409985,49.2656613
10142370647475443937,s4ql-prsj,-123.2409985,49.2656613
10142370647475443937,s6yo-ongk,-123.2409985,49.2656613
10142370647475443937,s3xc-96z5,-123.2409985,49.2656613
10142370647475443937,s8ef-s1p2,-123.2409985,49.2656613
10142370647475443937,s3pl-n67m,-123.2409985,49.2656613
10142370647475443937,s4ql-juct,-123.2409985,49.2656613
10143902956231664945,s0tb-anhy,-79.41931000000001,43.638763399999988
10144904552316836407,s6gp-b44l,-73.5737322,45.5421071
10146398531777588327,s2wg-8tf2,-71.2209688,46.8097694
10146398531777588327,s8rf-d2gm,-71.2209688,46.8097694
10146493891276498786,s0fm-uhps,-79.3998572,43.6432618
10147347807883885991,s8is-mzvz,-123.0269194,49.2503191
10148443515022382794,w1dw-xe3r,-79.362919,43.658981
10148443515022382794,s5xi-8p7y,-79.362919,43.658981
1014913689255448768,s9xd-obm4,-73.6082943,45.4749904
10149915870914417787,s4ql-yreb,-123.2585763,49.264615799999987
10150332247429903124,r7rg-5ppk,-79.33087158,43.66446686
10151154181145841500,s2hr-qs2z,-73.5812843,45.5090269
10151154181145841500,s2hr-vwj3,-73.571432399999992,45.5118525
10152929722112936988,s3kd-j3jz,-79.3727345,43.6492034
10152929722112936988,s3kd-1acl,-79.3727345,43.6492034
10153577637535903744,s9ew-s989,-79.4116222,43.7603037
1015407631365695679,s3qa-4hrr,-73.755985,45.53761
10155066076322240124,s1zz-ggqj,-79.39028168,43.65208817
10155192433063884114,s6cw-m4bg,-73.5590014,45.5358972
10155192433063884114,s8ek-0yxp,-73.5590014,45.5358972
10155192433063884114,s4fb-mx1z,-73.5590014,45.5358972
10155192433063884114,s8rn-9xbv,-73.5590014,45.5358972
10155192433063884114,s8rn-vzy1,-73.5590014,45.5358972
10155192433063884114,s7zt-zjbv,-73.5590014,45.5358972
1015618377860890225,s0xx-x42f,-73.6177943,45.547591
10157029581134039232,s7fy-380z,-123.1384546,49.2910025
10157029581134039232,s8me-4l9a,-123.1384546,49.2910025
10157235348361063280,p2aq-5tfn,-79.3916642,43.6599329
10157491164813269890,s9jy-3np4,-71.225895,46.824758
10158796917505660137,s1my-a23r,-114.0879605,51.0390765
10163767279161973434,s7mr-5tac,-73.55823,45.498566
10163767279161973434,s4no-uurz,-73.57289999999999,45.528499
10164089831117387195,s2ot-dj0i,-79.4100191,43.64495
10164089831117387195,s6mv-67nm,-79.4100191,43.64495
10164089831117387195,s7ov-yu0w,-79.4098409,43.6450964
10164089831117387195,k3fh-4eec,-79.4100191,43.64495
10164089831117387195,s7cf-4qvw,-79.4100191,43.64495
10164089831117387195,s3lk-9qj5,-79.4098409,43.6450964
10164089831117387195,r5vk-oaa4,-79.416900099999992,43.667314999999988
10164284428663524522,s2pd-8rpm,-73.5758587,45.5231945
10164284428663524522,s0qi-uwhj,-73.5758587,45.5231945
1016471495235546245,s0bu-iirb,-79.5153724,43.601473
10164925392565767312,e8yi-nx7s,-79.394652,43.6457745
10164925392565767312,e8yi-37mu,-79.394652,43.6457745
10164925392565767312,e8yi-wukm,-79.394652,43.6457745
10166038619932510956,s5ig-hrmd,-123.1563084,49.2623563
10167687288331073617,s5ot-lk3w,-123.1288164,49.2760681
10167853895447390294,s4jx-c06l,-79.4807538,43.6653797
10169318701978718968,s3ad-x64y,-123.0901076,49.2343752
10169348288369284824,s9vn-48js,-73.5728279,45.4969525
10169982888386739614,s2wu-7xw7,-71.3020466,46.7774063
10170895105699519043,s0oy-rx1s,-73.5777197,45.5257871
10171239256969112918,s5xg-sj8n,-73.5575996,45.4923929
10171394608729422711,s0oc-koho,-79.350197,43.6652613
10171449175240661419,s0aj-ybcq,-79.382336999999993,43.7652893
10171997447786740699,s5ex-chw1,-73.5820276,45.494002
10172360923764136431,s7ky-qj43,-73.6250829,45.5464431
10173568008958458406,s8ej-ahwe,-79.3609196,43.6502401
101736619176376816,p2aq-id73,-79.3658643,43.6600239
101736619176376816,p2aq-a66p,-79.3658643,43.6600239
10173675282156055385,s2ot-1rn3,-79.43162537,43.63681412
10174077264471805178,e3qb-fxn0,-79.4458061,43.6574534
10174077264471805178,s2vz-ixdk,-79.4458061,43.6574534
10174631420168795593,s7ew-qnbq,-123.13767242,49.28876495
10174631420168795593,s7ew-m6dl,-123.1321807,49.2827152
10174631420168795593,s7ew-tg0r,-123.1321807,49.2827152
10174631420168795593,s0ep-72mu,-123.1321807,49.2827152
10174925023382201984,s8zk-mr4c,-123.0695466,49.2645318
10175543906927130253,s4jx-ese0,-79.4658553,43.6586953
10175543906927130253,s4jx-4r67,-79.4658553,43.6586953
